,index,carat,cut,color,clarity,depth,table,price,Cluster
21848,21848,0.7,4,1,1,0.6124234470691163,57.0,7.581,0
21849,21849,1.0,3,4,3,0.6237234878240377,60.0,8.757,1
21850,21850,0.83,2,4,4,0.6330814441645676,56.0,8.19,0
21851,21851,1.16,3,4,1,0.6206384558277654,59.0,8.549,1
21852,21852,0.5,4,6,2,0.6291913214990138,57.0,7.411,0
21853,21853,0.51,3,4,2,0.626865671641791,62.0,8.12,1
21854,21854,0.46,1,5,2,0.627170582226762,58.0,6.874,1
21855,21855,0.31,3,4,3,0.5970488081725313,60.0,6.438,1
21856,21856,0.3,3,5,2,0.5981524249422633,60.0,6.515,1
21857,21857,1.51,0,5,3,0.6502115655853316,58.0,9.459,1
21858,21858,0.51,3,4,1,0.5809523809523809,59.0,6.958,1
21859,21859,1.0,1,3,3,0.6372934697088906,59.0,8.639,1
21860,21860,0.74,4,4,6,0.607876712328767,60.0,8.325,1
21861,21861,0.37,4,0,4,0.6240520043336945,55.0,6.436,0
21862,21862,0.75,3,4,1,0.5976430976430976,60.0,7.54,1
21863,21863,1.05,4,3,7,0.6246153846153846,56.0,9.088,0
21864,21864,0.26,4,2,4,0.625,56.0,6.105,0
21865,21865,0.3,4,4,3,0.6045977011494253,56.0,6.719,0
21866,21866,0.32,4,3,4,0.6232876712328768,54.0,6.469,0
21867,21867,2.03,2,1,3,0.5990338164251207,59.0,9.706,1
21868,21868,1.6,4,2,7,0.6107470511140235,53.0,9.699,0
21869,21869,1.03,2,4,1,0.6197836166924265,58.0,8.393,1
21870,21870,0.28,2,4,6,0.6007067137809187,59.0,6.465,1
21871,21871,0.32,3,2,3,0.6245694603903559,59.0,6.225,1
21872,21872,2.01,3,1,2,0.6051660516605166,58.0,9.459,1
21873,21873,0.43,4,3,2,0.6114519427402862,57.0,6.858,0
21874,21874,1.0,3,3,3,0.6209048361934477,57.0,8.667,0
21875,21875,0.5,4,5,4,0.6098039215686275,58.0,7.618,0
21876,21876,2.0,3,4,1,0.6063630692451654,62.0,9.323,1
21877,21877,0.56,4,4,4,0.6171213546566322,56.0,7.557,0
21878,21878,0.35,3,4,3,0.6177777777777778,58.0,6.809,1
21879,21879,0.34,4,5,2,0.6095661846496108,57.0,6.64,0
21880,21880,0.32,2,2,2,0.6217142857142858,56.0,6.107,0
21881,21881,1.35,3,5,1,0.6153846153846154,58.0,8.658,1
21882,21882,2.01,2,6,1,0.5831820931639443,63.0,9.445,1
21883,21883,1.01,2,5,2,0.6311667971808927,57.0,8.695,0
21884,21884,0.31,3,2,4,0.6289017341040464,58.0,6.548,0
21885,21885,0.37,4,6,3,0.6160520607375272,56.0,7.025,0
21886,21886,0.35,3,6,1,0.623059866962306,58.0,6.506,1
21887,21887,0.51,2,5,5,0.6135922330097088,55.0,7.749,0
21888,21888,1.2,2,2,1,0.6291635825314582,56.0,8.567,0
21889,21889,1.27,3,5,2,0.6085714285714285,59.0,8.985,1
21890,21890,1.4,3,4,3,0.6153846153846154,60.0,9.271,1
21891,21891,0.78,2,1,1,0.6064189189189189,60.0,7.664,1
21892,21892,0.74,4,4,1,0.6020583190394511,58.0,7.738,1
21893,21893,0.37,4,4,4,0.6168831168831169,56.0,6.698,0
21894,21894,0.5,1,0,5,0.6412060301507538,57.0,7.008,0
21895,21895,0.36,4,2,5,0.6226622662266227,57.0,6.588,0
21896,21896,1.01,1,3,2,0.6365079365079364,60.0,8.521,1
21897,21897,1.13,2,2,1,0.6249056603773584,62.0,8.42,1
21898,21898,0.36,3,3,3,0.6247240618101546,58.0,6.378,1
21899,21899,0.5,2,2,5,0.6290801186943621,56.0,7.358,0
21900,21900,0.7,4,5,3,0.6095238095238095,56.0,8.124,0
21901,21901,0.6,4,5,3,0.6182152713891443,56.0,7.548,0
21902,21902,0.72,2,5,1,0.6141868512110727,58.0,7.897,1
21903,21903,0.42,4,1,4,0.6150670794633643,55.0,6.648,0
21904,21904,0.87,3,6,2,0.5875796178343949,56.0,8.227,0
21905,21905,0.51,4,5,4,0.6135922330097088,56.0,7.711,0
21906,21906,0.75,4,6,1,0.6222222222222222,55.0,7.922,0
21907,21907,1.97,3,4,1,0.6113861386138614,58.0,9.585,1
21908,21908,0.48,4,2,2,0.6122047244094487,56.0,6.832,0
21909,21909,1.63,1,1,2,0.6370967741935484,58.0,9.165,1
21910,21910,0.84,1,3,2,0.6514767932489451,55.0,7.963,0
21911,21911,1.72,3,2,2,0.6294349540078844,58.0,9.479,1
21912,21912,1.03,4,4,2,0.625776397515528,57.0,8.588,0
21913,21913,0.7,2,4,3,0.6156583629893239,60.0,7.915,1
21914,21914,0.58,2,6,3,0.6098239110287303,58.0,7.467,1
21915,21915,0.9,2,3,2,0.6354679802955665,59.0,8.202,1
21916,21916,0.53,4,5,3,0.6079545454545455,55.0,7.442,0
21917,21917,0.91,0,2,1,0.6572379367720467,60.0,7.924,1
21918,21918,0.33,3,3,5,0.6091825307950729,57.0,6.872,0
21919,21919,0.37,1,1,3,0.6400885935769656,56.0,6.159,0
21920,21920,0.82,3,0,2,0.6118038237738985,58.0,7.733,1
21921,21921,0.4,4,5,2,0.6122881355932203,57.0,6.851,0
21922,21922,0.3,3,2,1,0.6016073478760046,62.0,6.016,1
21923,21923,1.2,1,1,2,0.6344725111441306,60.7,8.572,1
21924,21924,1.0,2,6,1,0.6321656050955414,57.0,8.44,0
21925,21925,0.32,4,5,6,0.6159090909090909,56.0,6.718,0
21926,21926,1.31,2,2,1,0.6170365068002863,59.0,8.742,1
21927,21927,0.41,4,5,2,0.6267087276550999,57.0,6.627,0
21928,21928,1.01,2,0,2,0.6275430359937402,57.0,8.294,1
21929,21929,0.78,2,1,1,0.6055508830950378,58.0,7.728,1
21930,21930,0.35,4,2,6,0.6152149944873209,57.0,6.931,0
21931,21931,1.02,2,2,2,0.6123076923076923,57.0,8.492,0
21932,21932,1.51,3,3,4,0.6215846994535519,58.0,9.585,1
21933,21933,0.56,4,3,5,0.6104868913857677,57.0,7.828,0
21934,21934,0.3,2,5,3,0.6279069767441859,56.0,6.489,0
21935,21935,0.52,4,3,5,0.6176185866408519,57.0,7.555,0
21936,21936,1.06,3,2,2,0.6100151745068285,58.0,8.532,1
21937,21937,1.01,2,1,3,0.6291959406713507,56.0,8.531,0
21938,21938,0.64,1,6,2,0.5769230769230769,57.0,7.516,0
21939,21939,0.33,1,6,2,0.6306306306306306,55.0,6.34,0
21940,21940,1.0,2,3,2,0.6261829652996845,57.0,8.392,0
21941,21941,0.48,2,5,4,0.5910852713178294,62.0,7.388,1
21942,21942,0.51,2,3,2,0.6295210166177908,53.0,7.107,0
21943,21943,1.34,3,2,2,0.6243763364219529,57.0,8.827,0
21944,21944,0.43,4,2,2,0.616171954964176,55.0,6.574,0
21945,21945,1.02,0,4,2,0.6507177033492824,56.0,8.403,0
21946,21946,0.7,3,1,3,0.607550482879719,59.0,7.727,1
21947,21947,1.17,4,3,4,0.6179941002949854,57.0,9.064,0
21948,21948,0.53,3,4,3,0.6061185468451242,58.0,7.736,1
21949,21949,2.02,2,4,2,0.6275,59.0,9.772,1
21950,21950,0.29,3,3,4,0.6210153482880756,59.0,6.304,1
21951,21951,0.61,4,6,6,0.6230414746543778,54.0,8.196,0
21952,21952,0.7,0,3,1,0.6152466367713005,66.0,7.6,1
21953,21953,2.06,3,3,1,0.6178461538461538,58.0,9.707,1
21954,21954,0.82,3,2,3,0.6258389261744967,59.0,7.986,1
21955,21955,2.17,0,3,0,0.5504587155963303,62.0,8.827,1
21956,21956,0.31,2,3,4,0.5817361894024802,61.0,6.368,1
21957,21957,1.13,3,2,2,0.6014814814814814,60.0,8.527,1
21958,21958,1.09,2,6,1,0.6336633663366338,59.0,8.227,1
21959,21959,1.42,4,1,2,0.6189151599443672,57.0,8.876,0
21960,21960,0.9,1,4,2,0.6468646864686468,54.0,8.282,0
21961,21961,0.34,4,3,3,0.6196868008948545,55.0,6.39,0
21962,21962,0.91,3,5,1,0.6160130718954249,60.0,8.228,1
21963,21963,0.3,4,5,3,0.6223776223776224,56.0,6.489,0
21964,21964,1.0,3,6,2,0.620797498045348,58.0,8.61,1
21965,21965,0.26,3,5,5,0.6084848484848484,61.0,6.585,1
21966,21966,1.7,3,3,2,0.6213720316622691,57.0,9.504,0
21967,21967,2.27,3,2,1,0.6076696165191741,59.0,9.667,1
21968,21968,0.4,1,5,1,0.6417910447761195,57.0,6.425,1
21969,21969,1.02,3,3,2,0.6143187066974596,55.0,8.36,0
21970,21970,1.16,2,3,5,0.6234153616703951,59.0,9.031,1
21971,21971,0.71,4,5,4,0.6223776223776223,57.0,8.033,0
21972,21972,1.02,3,5,6,0.6153846153846153,59.0,9.32,1
21973,21973,1.2,2,5,2,0.6098981077147017,59.0,8.81,1
21974,21974,1.63,3,5,3,0.6175298804780877,58.0,9.524,1
21975,21975,0.83,4,5,4,0.6222961730449251,56.0,8.547,0
21976,21976,1.0,3,4,4,0.5918524212144504,60.0,8.862,1
21977,21977,0.91,2,6,2,0.6229773462783172,60.0,8.465,1
21978,21978,0.3,2,2,4,0.6305882352941177,57.0,6.515,0
21979,21979,1.36,3,1,3,0.6189473684210527,56.0,8.868,0
21980,21980,1.24,4,3,3,0.6199854121079503,57.0,9.126,0
21981,21981,0.41,4,4,6,0.6133056133056133,56.0,6.909,0
21982,21982,0.31,2,3,1,0.6319444444444444,55.0,6.26,0
21983,21983,1.25,2,3,3,0.6352765321375188,60.0,9.057,1
21984,21984,1.22,2,5,1,0.6326681448632668,56.0,8.655,0
21985,21985,0.38,4,3,3,0.6027689030883919,57.0,6.588,0
21986,21986,1.7,3,2,3,0.5900581020012913,58.0,9.243,1
21987,21987,1.01,1,5,2,0.6362204724409449,60.0,8.543,1
21988,21988,0.36,3,1,3,0.6271929824561403,59.0,6.474,1
21989,21989,1.36,2,5,1,0.6172148355493352,59.0,8.894,1
21990,21990,0.24,4,1,4,0.6192259675405742,56.0,6.068,0
21991,21991,1.42,2,4,6,0.5838424983027833,62.0,9.659,1
21992,21992,1.2,3,4,3,0.6140221402214022,58.0,8.729,1
21993,21993,1.01,2,5,1,0.6334913112164297,58.0,8.353,1
21994,21994,1.16,4,0,7,0.6065934065934065,56.0,8.616,0
21995,21995,0.85,1,0,2,0.5918699186991869,64.0,7.731,1
21996,21996,0.56,4,4,3,0.6261859582542695,55.0,7.452,0
21997,21997,0.31,4,2,5,0.6231386025200458,55.0,6.438,0
21998,21998,0.9,4,5,3,0.6234817813765181,57.0,8.703,0
21999,21999,1.47,0,4,1,0.6590093323761665,59.0,8.717,1
22000,22000,1.31,2,0,4,0.6365591397849463,55.0,8.716,0
22001,22001,0.4,3,3,5,0.5970772442588727,58.0,6.957,0
22002,22002,0.9,2,2,2,0.6078588612670409,57.0,8.235,0
22003,22003,0.82,3,4,4,0.6205170975813179,56.0,8.164,0
22004,22004,0.53,4,4,4,0.6210221793635486,57.0,7.502,0
22005,22005,1.2,0,2,1,0.6484018264840182,60.0,8.5,1
22006,22006,1.0,2,4,5,0.6292490118577075,55.0,9.054,0
22007,22007,0.71,4,4,6,0.6110154905335627,54.0,8.513,0
22008,22008,0.79,4,1,2,0.6119027661357921,55.0,7.827,0
22009,22009,2.21,4,1,2,0.6162998215348006,57.0,9.802,0
22010,22010,1.05,1,4,1,0.6363636363636362,59.0,8.291,1
22011,22011,0.3,4,2,3,0.6182669789227168,58.0,6.196,0
22012,22012,0.3,3,5,5,0.6143024618991794,60.0,6.921,1
22013,22013,0.36,3,5,2,0.608505997818975,60.0,6.697,1
22014,22014,1.51,4,4,2,0.6233766233766234,57.0,9.43,0
22015,22015,0.31,4,3,6,0.6171428571428572,54.0,6.671,0
22016,22016,0.73,1,2,4,0.6407079646017699,58.8,7.891,1
22017,22017,0.38,4,6,6,0.602536997885835,56.0,7.532,0
22018,22018,0.41,2,1,5,0.5991820040899795,57.0,6.931,0
22019,22019,0.32,1,2,1,0.6384439359267734,56.0,5.999,0
22020,22020,1.05,2,4,2,0.5967016491754124,60.0,8.642,1
22021,22021,0.23,4,3,7,0.6183206106870229,56.0,6.284,0
22022,22022,1.46,2,1,2,0.6276150627615062,57.0,8.907,1
22023,22023,0.91,0,5,3,0.618032786885246,66.0,8.423,1
22024,22024,1.63,2,3,2,0.6246648793565683,58.0,9.392,1
22025,22025,0.7,2,3,4,0.627763041556145,57.0,7.814,0
22026,22026,1.22,2,2,4,0.623546511627907,59.0,8.945,1
22027,22027,0.66,4,5,2,0.6282628262826283,57.0,7.55,0
22028,22028,0.72,4,4,3,0.6197916666666666,56.0,7.987,0
22029,22029,2.03,2,2,2,0.6302573760200878,60.0,9.841,1
22030,22030,0.34,4,5,3,0.6121546961325967,56.0,6.554,0
22031,22031,3.0,1,1,0,0.57035848047084,64.0,9.293,1
22032,22032,1.04,3,2,2,0.6103500761035007,58.0,8.517,1
22033,22033,1.0,0,6,2,0.6726825266611975,57.0,8.536,1
22034,22034,1.2,2,4,4,0.6159473299195318,61.0,9.127,1
22035,22035,1.31,3,3,3,0.6029515108924807,58.0,9.137,1
22036,22036,2.01,2,3,2,0.6211646837820914,60.0,9.82,1
22037,22037,1.13,4,2,2,0.6149253731343284,56.0,8.712,0
22038,22038,0.41,3,3,3,0.6085150571131881,58.0,6.967,1
22039,22039,1.21,3,2,3,0.5933908045977011,60.0,8.832,1
22040,22040,0.85,2,4,3,0.6220016542597188,56.0,8.217,0
22041,22041,1.15,4,5,5,0.6146993318485523,57.0,9.409,0
22042,22042,1.4,1,2,1,0.624823695345557,57.0,8.853,1
22043,22043,1.55,3,0,1,0.626193724420191,60.0,8.8,1
22044,22044,0.7,4,0,3,0.6190476190476191,57.0,7.588,0
22045,22045,1.16,4,2,2,0.6223207686622321,55.0,8.622,0
22046,22046,0.7,1,5,3,0.6417112299465242,60.0,7.789,1
22047,22047,0.7,4,3,2,0.6072664359861591,55.0,7.917,0
22048,22048,1.08,3,3,4,0.6294027565084228,59.0,8.926,1
22049,22049,0.41,3,1,5,0.623541887592789,60.0,6.718,1
22050,22050,1.27,2,2,1,0.6055833929849679,59.0,8.651,1
22051,22051,1.01,2,3,6,0.6305882352941176,59.0,8.911,1
22052,22052,0.9,2,4,1,0.6308943089430894,56.0,8.148,0
22053,22053,1.02,2,4,1,0.6335697399527186,56.0,8.012,0
22054,22054,0.98,3,2,3,0.598597038191738,60.0,8.439,1
22055,22055,0.7,1,3,1,0.6008810572687224,65.0,7.727,1
22056,22056,1.24,3,3,2,0.588904694167852,58.0,8.723,1
22057,22057,0.83,4,3,2,0.6181818181818182,57.0,7.937,0
22058,22058,0.31,4,3,7,0.6102857142857143,57.0,6.792,0
22059,22059,1.2,2,2,3,0.6246290801186943,59.0,8.835,1
22060,22060,0.3,3,3,4,0.6016260162601627,62.0,6.586,1
22061,22061,1.79,3,0,3,0.625242718446602,60.0,9.267,1
22062,22062,0.71,4,6,3,0.611785095320624,56.0,8.05,0
22063,22063,0.5,2,4,3,0.6293018682399214,57.0,7.27,0
22064,22064,1.01,2,3,0,0.6238244514106583,59.0,8.098,1
22065,22065,0.52,4,1,3,0.6229508196721311,54.0,7.049,0
22066,22066,0.41,1,5,4,0.5842696629213483,58.0,6.821,1
22067,22067,1.26,4,0,2,0.6203904555314533,56.0,8.594,0
22068,22068,0.37,3,6,5,0.6097297297297297,60.0,7.043,1
22069,22069,1.76,3,1,3,0.6241042345276873,58.0,9.176,1
22070,22070,0.59,4,4,3,0.6293183940242764,55.0,7.463,0
22071,22071,0.41,4,5,6,0.6112266112266111,56.0,7.383,0
22072,22072,1.23,3,4,5,0.6160583941605839,59.0,9.344,1
22073,22073,0.42,4,3,6,0.6109391124871,56.0,7.072,0
22074,22074,0.34,3,1,6,0.6244343891402715,59.0,6.439,1
22075,22075,0.51,4,3,5,0.6189555125725339,55.0,7.588,0
22076,22076,0.43,4,4,5,0.6190476190476191,56.0,7.064,0
22077,22077,1.13,3,2,2,0.6212574850299402,58.0,8.596,1
22078,22078,1.28,3,2,2,0.5987261146496816,59.0,8.792,1
22079,22079,2.0,2,0,2,0.6325757575757576,59.0,9.323,1
22080,22080,2.12,3,1,1,0.6059143029571514,59.0,9.631,1
22081,22081,0.3,2,5,2,0.6286379511059372,57.0,6.265,0
22082,22082,1.02,4,3,2,0.623924941360438,56.0,8.305,0
22083,22083,0.33,4,4,5,0.6141732283464566,57.0,6.714,0
22084,22084,1.2,4,2,3,0.5994194484760522,57.0,8.778,0
22085,22085,1.0,1,4,1,0.5729402872260015,61.0,8.332,1
22086,22086,0.52,4,5,3,0.6219630709426629,54.0,7.509,0
22087,22087,0.31,4,6,2,0.6260069044879171,56.0,6.596,0
22088,22088,0.3,4,6,4,0.6107921928817451,57.0,6.786,0
22089,22089,0.32,4,3,7,0.6139954853273139,55.0,6.8,0
22090,22090,0.52,2,6,2,0.620019436345967,60.0,7.12,1
22091,22091,2.12,3,2,2,0.610705596107056,60.0,9.834,1
22092,22092,0.54,3,3,4,0.6106870229007634,59.0,7.521,1
22093,22093,0.7,3,5,5,0.6167400881057269,59.0,8.128,1
22094,22094,0.87,4,4,4,0.6197874080130825,55.0,8.638,0
22095,22095,0.4,3,4,4,0.6139240506329114,58.0,6.957,0
22096,22096,1.07,4,1,3,0.6108597285067873,57.0,8.371,0
22097,22097,0.83,4,5,1,0.6188118811881188,53.0,8.04,0
22098,22098,1.07,3,5,3,0.6245239908606245,57.0,8.737,0
22099,22099,1.01,4,1,6,0.6175329712955779,56.0,8.608,0
22100,22100,0.38,4,5,7,0.6186895810955961,56.0,7.268,0
22101,22101,1.57,3,1,3,0.6246648793565683,58.0,9.195,1
22102,22102,0.38,4,6,3,0.60813704496788,57.0,6.668,0
22103,22103,0.7,4,4,2,0.6127067014795475,57.0,7.735,0
22104,22104,1.0,2,4,5,0.6317435496481627,56.0,9.044,0
22105,22105,1.36,4,4,6,0.6128133704735377,57.0,9.641,0
22106,22106,0.71,3,5,2,0.6077253218884121,55.0,7.845,0
22107,22107,0.32,4,6,3,0.6113636363636363,56.0,6.631,0
22108,22108,0.4,2,5,3,0.6299045599151645,58.0,6.673,1
22109,22109,0.62,3,3,0,0.5880250223413762,60.0,6.838,1
22110,22110,0.31,4,3,6,0.6262857142857143,53.0,6.671,0
22111,22111,0.43,4,2,2,0.6251298026998962,57.0,6.574,0
22112,22112,1.0,3,2,2,0.5826893353941267,60.0,8.48,1
22113,22113,0.51,4,5,4,0.6147934678194045,53.0,7.443,0
22114,22114,0.34,3,6,1,0.5921052631578947,59.0,6.229,1
22115,22115,1.0,1,4,2,0.5805471124620061,64.0,8.436,1
22116,22116,1.0,2,5,1,0.6257861635220127,58.0,8.395,1
22117,22117,0.36,4,5,2,0.6163934426229509,56.0,6.697,0
22118,22118,0.51,1,5,5,0.6061776061776062,57.7,7.833,0
22119,22119,0.51,2,5,2,0.6317867719644621,61.0,7.274,1
22120,22120,1.01,1,2,3,0.644122383252818,58.0,8.581,1
22121,22121,1.78,2,4,2,0.6064434617814276,57.0,9.522,1
22122,22122,0.81,4,3,7,0.6241610738255033,54.0,8.466,0
22123,22123,1.0,3,3,2,0.6012461059190031,61.0,8.198,1
22124,22124,1.02,3,0,3,0.5893129770992366,60.0,8.203,1
22125,22125,0.23,1,5,6,0.598984771573604,65.0,6.084,1
22126,22126,0.27,2,4,5,0.6225961538461537,59.0,6.382,1
22127,22127,1.0,4,4,2,0.62402496099844,55.0,8.505,0
22128,22128,1.24,2,0,0,0.6187363834422658,55.0,7.986,0
22129,22129,1.02,2,5,1,0.6305031446540881,59.0,8.39,1
22130,22130,0.32,4,4,6,0.6180159635119726,55.0,6.898,0
22131,22131,1.04,4,3,4,0.6108149276466108,56.0,8.8,0
22132,22132,0.5,3,6,3,0.6140350877192982,59.0,7.469,1
22133,22133,1.02,4,6,4,0.6261682242990654,57.0,9.03,0
22134,22134,0.32,1,6,2,0.6351039260969977,55.0,6.378,0
22135,22135,1.0,0,3,3,0.6763990267639902,57.0,8.61,1
22136,22136,1.5,1,0,4,0.606726149622512,61.0,9.03,1
22137,22137,0.31,4,6,2,0.629757785467128,54.0,6.596,0
22138,22138,0.91,2,6,2,0.6284329563812602,59.0,8.424,1
22139,22139,0.32,4,5,7,0.6257110352673493,55.0,6.999,0
22140,22140,1.06,3,6,3,0.593258426966292,55.0,8.92,0
22141,22141,0.32,3,5,4,0.6203703703703703,58.0,6.916,0
22142,22142,0.54,2,4,2,0.6351351351351352,58.0,7.573,1
22143,22143,1.23,4,3,4,0.6181818181818182,58.0,9.118,0
22144,22144,0.29,4,5,6,0.6270783847980999,55.0,6.755,0
22145,22145,0.33,4,6,3,0.6185101580135441,56.0,6.91,0
22146,22146,0.55,4,3,4,0.6146527117031397,57.0,7.475,0
22147,22147,0.33,3,3,4,0.6193693693693695,59.0,6.75,1
22148,22148,0.91,3,6,1,0.6113328012769353,60.0,8.307,1
22149,22149,0.9,2,5,5,0.6366612111292963,57.0,8.838,0
22150,22150,0.52,4,2,2,0.6147934678194045,56.0,7.102,0
22151,22151,0.34,4,1,4,0.6177777777777778,55.0,6.319,0
22152,22152,2.12,3,0,1,0.623091020158827,61.0,9.404,1
22153,22153,0.36,1,4,4,0.6362625139043382,60.0,6.851,1
22154,22154,0.71,4,4,2,0.626865671641791,55.0,7.76,0
22155,22155,0.51,4,6,3,0.6268364348677766,55.0,7.54,0
22156,22156,1.5,3,0,3,0.5963240299523486,60.0,8.923,1
22157,22157,0.31,4,3,7,0.6162657502863688,55.0,6.896,0
22158,22158,0.34,4,5,4,0.6138392857142857,57.0,6.94,0
22159,22159,0.52,4,2,2,0.6165703275529866,55.0,7.127,0
22160,22160,0.37,3,2,2,0.6301969365426695,58.0,6.501,1
22161,22161,0.9,2,2,2,0.6282467532467533,57.0,8.142,0
22162,22162,0.42,4,6,6,0.6177685950413224,55.0,7.344,0
22163,22163,1.5,0,5,1,0.6964155084125823,62.0,8.931,1
22164,22164,0.7,4,4,5,0.6192982456140351,55.0,7.901,0
22165,22165,1.06,3,4,4,0.5877976190476191,60.0,8.946,1
22166,22166,0.57,4,5,4,0.6188257222739981,55.0,7.693,0
22167,22167,0.72,4,2,6,0.6141868512110727,56.0,8.047,0
22168,22168,0.71,4,4,4,0.626421697287839,57.0,8.071,0
22169,22169,1.37,4,0,3,0.6299435028248588,57.0,8.671,0
22170,22170,0.59,4,4,1,0.6014625228519195,57.0,7.223,0
22171,22171,0.32,4,2,3,0.6117381489841986,56.0,6.26,0
22172,22172,0.52,4,6,3,0.6177606177606179,57.0,7.508,0
22173,22173,0.62,3,3,2,0.5990950226244344,58.0,7.36,1
22174,22174,0.32,4,1,7,0.6083052749719416,54.0,6.762,0
22175,22175,0.9,1,6,2,0.6407927332782825,56.0,8.213,0
22176,22176,0.52,4,5,4,0.6134615384615385,56.0,7.542,0
22177,22177,0.32,4,3,4,0.6200676437429538,55.0,6.5,0
22178,22178,0.31,4,5,5,0.6157354618015964,55.0,6.673,0
22179,22179,0.53,4,3,2,0.6298449612403101,54.0,7.149,0
22180,22180,1.81,3,5,1,0.5822470515207946,61.0,9.515,1
22181,22181,2.1,3,1,2,0.5987951807228915,61.0,9.656,1
22182,22182,0.88,4,1,2,0.6168831168831168,56.0,8.11,0
22183,22183,0.38,2,2,6,0.59958071278826,57.0,6.882,0
22184,22184,0.44,3,4,3,0.6121212121212121,62.0,6.926,1
22185,22185,1.2,3,2,1,0.6223207686622321,58.0,8.59,1
22186,22186,0.43,4,6,4,0.6212590299277605,55.0,7.096,0
22187,22187,1.3,0,5,0,0.6646971935007386,58.0,7.852,1
22188,22188,0.3,4,3,7,0.6104046242774568,57.0,6.76,0
22189,22189,0.31,4,4,7,0.6226851851851851,57.0,6.773,0
22190,22190,0.42,3,5,2,0.6227795193312434,58.0,6.9,1
22191,22191,0.51,2,3,3,0.6263414634146341,57.0,7.203,0
22192,22192,0.42,1,6,1,0.6323529411764706,57.0,6.482,0
22193,22193,0.32,4,5,5,0.6235827664399093,56.0,6.762,0
22194,22194,0.3,3,2,3,0.6226851851851851,58.0,6.159,1
22195,22195,1.08,4,3,3,0.6209000762776508,57.0,8.641,0
22196,22196,0.7,3,5,2,0.6198419666374012,60.0,7.801,1
22197,22197,0.38,4,5,3,0.6192017259978425,57.0,6.621,0
22198,22198,0.5,4,5,2,0.5913043478260869,61.0,7.194,1
22199,22199,0.7,3,2,0,0.5998271391529819,59.0,7.391,1
22200,22200,1.11,3,2,1,0.6164280331574982,60.0,8.447,1
22201,22201,0.85,3,4,5,0.6116107931316435,60.0,8.401,1
22202,22202,0.35,1,2,3,0.637069922308546,57.0,6.564,0
22203,22203,0.8,4,4,4,0.6223717409587889,56.0,8.381,0
22204,22204,0.7,2,4,3,0.6348061316501352,56.0,7.719,0
22205,22205,1.07,1,4,1,0.5870870870870871,64.0,8.35,1
22206,22206,0.43,4,1,6,0.6163265306122448,54.0,6.743,0
22207,22207,0.66,2,4,1,0.6163410301953819,54.0,7.179,0
22208,22208,0.55,4,6,2,0.6126295947219604,56.0,7.385,0
22209,22209,0.31,0,4,2,0.6471277842907385,56.0,6.426,0
22210,22210,0.31,3,5,5,0.6185567010309279,58.0,6.704,0
22211,22211,1.58,4,2,4,0.6039473684210527,57.0,9.543,0
22212,22212,2.0,1,0,2,0.6406649616368286,58.0,9.126,1
22213,22213,0.72,1,5,1,0.5789473684210527,56.0,7.744,0
22214,22214,0.3,1,3,4,0.637749120750293,55.0,6.654,0
22215,22215,0.31,4,2,4,0.6169724770642202,57.0,6.548,0
22216,22216,1.51,0,3,4,0.6082191780821918,66.0,9.469,1
22217,22217,1.26,3,5,1,0.6025824964131994,60.0,8.529,1
22218,22218,0.3,3,2,3,0.6266195524146055,59.0,6.41,1
22219,22219,0.71,4,3,1,0.6228070175438597,56.0,7.726,0
22220,22220,0.79,3,4,2,0.622895622895623,54.0,7.959,0
22221,22221,0.51,3,6,1,0.6196078431372549,58.0,7.142,1
22222,22222,0.9,1,3,6,0.6396023198011599,55.0,8.385,0
22223,22223,0.29,2,3,4,0.5811577752553917,59.0,6.492,1
22224,22224,0.73,4,4,6,0.6183074265975821,54.0,8.292,0
22225,22225,0.5,3,5,2,0.6200787401574803,59.0,7.255,1
22226,22226,1.25,3,3,6,0.6203904555314533,58.0,8.908,0
22227,22227,0.77,4,6,3,0.6183986371379897,56.0,8.231,0
22228,22228,0.35,3,6,3,0.6037321624588364,58.0,6.969,0
22229,22229,1.06,4,5,3,0.6132723112128146,57.0,9.115,0
22230,22230,0.51,4,2,5,0.6096153846153847,57.0,7.361,0
22231,22231,0.32,3,1,7,0.6027088036117382,58.0,6.762,0
22232,22232,0.8,3,3,1,0.6205733558178753,55.0,7.818,0
22233,22233,0.41,2,5,2,0.5933609958506223,61.0,6.558,1
22234,22234,0.7,4,3,4,0.6148471615720524,56.0,8.028,0
22235,22235,0.31,4,6,4,0.6006825938566553,57.0,6.817,0
22236,22236,0.24,2,5,5,0.6113861386138614,60.0,6.17,1
22237,22237,0.78,3,4,4,0.6146095717884131,58.0,8.145,0
22238,22238,1.0,4,0,2,0.5921356977640709,62.0,8.276,1
22239,22239,1.8,4,4,2,0.6135204081632653,54.0,9.701,0
22240,22240,1.15,3,2,1,0.6036900369003689,58.0,8.077,1
22241,22241,0.36,4,6,4,0.6184210526315789,55.0,6.661,0
22242,22242,0.53,4,5,3,0.6130268199233716,55.0,7.451,0
22243,22243,1.39,4,0,3,0.6027586206896551,57.0,8.741,0
22244,22244,0.32,4,2,4,0.621160409556314,55.0,6.51,0
22245,22245,0.32,4,4,3,0.6298850574712644,57.0,6.65,0
22246,22246,0.54,4,6,1,0.6127497621313036,57.0,7.128,0
22247,22247,0.42,3,3,3,0.6200417536534448,58.0,6.991,1
