carat,cut,color,clarity,depth,table,price_SQRT
0.31,2,2,2,0.610983981693364,55.0,2.4698178070456938
0.56,4,2,3,0.6165413533834586,54.0,2.6949953617770848
0.31,4,3,6,0.6245694603903559,54.0,2.5828279075463003
0.9,4,2,4,0.6210780370072405,54.0,2.9189039038652846
0.7,2,6,5,0.6232394366197184,56.0,2.8626910416599274
1.0,3,4,3,0.5873379099923722,62.0,2.9505931607051488
1.0,3,3,1,0.6016884113584037,58.0,2.8607691273501956
0.34,4,3,7,0.6135105204872646,56.0,2.623166026007504
0.56,3,6,2,0.6013071895424836,60.0,2.715695122800054
1.79,3,3,2,0.60471037555697,58.0,3.09127805284481
1.52,3,1,2,0.5882352941176471,61.0,2.9666479400158017
1.19,4,1,4,0.6158357771260997,56.0,2.9831191729463304
0.4,4,0,7,0.6243386243386244,56.0,2.6398863611905723
0.32,3,3,7,0.5941704035874439,60.0,2.618969262897142
0.3,4,6,3,0.6248548199767712,54.0,2.6105554964413225
0.3,4,4,6,0.6203703703703703,54.2,2.598076211353316
0.82,1,3,1,0.5986733001658375,62.0,2.8231188426986207
0.31,4,3,7,0.6052332195676906,61.0,2.597883754135277
1.02,3,2,0,0.625,60.0,2.837604623621832
0.58,4,2,6,0.6225535880708294,53.6,2.7533615817759935
0.36,4,6,2,0.6212952799121845,56.0,2.5489213404889526
1.27,4,3,3,0.619942196531792,58.0,3.0157917700000443
1.09,4,2,2,0.6180713743356113,57.0,2.9171904291629644
1.02,2,2,3,0.6328124999999999,60.0,2.9269437985721556
0.7,1,6,2,0.6257777777777778,62.0,2.8003571200830795
1.46,0,3,1,0.6463932107496464,54.0,2.9347913043349436
0.31,3,1,2,0.6130884041331802,58.0,2.5019992006393608
1.86,3,2,1,0.6228462029355456,57.0,3.058103987767584
0.9,2,3,4,0.6225165562913907,60.0,2.9018959319727506
1.16,2,1,2,0.6269545793000745,57.0,2.9108418026406038
2.02,3,0,1,0.6302050963331262,58.0,3.010647770829394
1.7,3,1,1,0.6172028890347997,56.0,2.9787581304966673
1.79,3,0,2,0.6094750320102432,60.0,3.021258016125071
0.96,4,3,2,0.6298960831334932,54.0,2.8946502379389467
0.77,4,2,2,0.6235093696763203,56.0,2.8220559881051264
0.71,4,6,1,0.6127067014795474,57.0,2.804817284601619
0.31,3,5,4,0.6,59.0,2.6168683574073803
0.41,4,5,6,0.6185997910135841,58.0,2.6970354094820483
0.31,4,5,2,0.6182237600922722,53.9,2.5089838580588757
0.3,4,6,3,0.6182237600922722,55.0,2.531205246517951
0.54,2,4,4,0.5998107852412488,61.0,2.7226825007701505
0.71,2,3,3,0.6308370044052863,56.0,2.7944588027022337
0.36,4,6,5,0.6163934426229509,57.0,2.6360955976595384
0.77,4,3,1,0.6026936026936027,56.0,2.7711008642775887
1.01,4,3,2,0.6288819875776398,54.0,2.9067163604314747
0.69,0,3,4,0.6096256684491979,65.4,2.7770487932335652
0.31,1,5,2,0.6386946386946388,56.0,2.558906016249913
0.57,2,5,1,0.5974264705882353,57.0,2.6694568735980733
0.7,4,5,2,0.6092254134029591,57.0,2.815315257657657
0.3,4,6,3,0.6234067207415991,54.0,2.5622255950637913
1.05,4,3,3,0.6223241590214068,54.0,2.9772470505485433
0.55,2,0,2,0.6090225563909775,56.0,2.6463181970428273
0.4,4,5,1,0.6119873817034701,55.0,2.5497058653891824
0.71,4,4,4,0.6148471615720524,57.0,2.8668798370353787
1.05,2,3,3,0.6297151655119322,57.0,2.9490676492749364
0.56,4,3,3,0.6165413533834586,56.0,2.7138533490223824
0.61,4,1,6,0.6191780821917808,55.0,2.731849190566712
0.45,1,5,1,0.6415882967607105,62.0,2.5538206671573476
0.37,2,3,4,0.6150490730643402,58.0,2.571964229922337
0.91,3,2,2,0.6220789685737308,56.0,2.839894364232585
0.31,2,4,6,0.592,62.0,2.579728667902886
0.58,2,2,2,0.6175373134328359,56.0,2.6657081610709
1.01,3,3,5,0.6092916984006094,59.0,2.9747268782192426
0.81,1,3,1,0.6102263202011735,61.0,2.816558183315232
2.05,3,3,2,0.6161369193154035,59.0,3.1040296390337514
0.3,2,6,4,0.6302325581395349,56.0,2.5434228905158496
1.18,3,2,2,0.6159527326440177,59.0,2.9539803655407058
0.32,4,3,3,0.6202964652223489,57.0,2.515949125081825
0.41,3,3,3,0.6072538860103628,59.0,2.626404386228442
0.61,4,2,3,0.625,54.0,2.715142721847233
0.55,4,2,5,0.6189111747851004,56.0,2.723784132415783
0.7,4,4,4,0.6124567474048443,54.0,2.8259511673063282
0.3,2,6,4,0.5997719498289624,55.0,2.6
2.02,2,3,1,0.6283240568954854,55.0,3.1101446911679207
1.2,2,3,1,0.6287822878228781,54.0,2.9289930010158782
1.01,3,4,2,0.5947611710323575,62.0,2.9180472922829748
0.59,4,6,2,0.6123959296947272,56.0,2.726719640887196
0.32,3,1,1,0.6002239641657335,58.0,2.5045957757690163
2.13,2,3,1,0.6152919927754366,57.0,3.105801023890616
0.91,2,4,2,0.6365873666940114,58.0,2.879583303188154
0.33,3,3,4,0.6176470588235294,59.0,2.5497058653891824
1.12,4,2,2,0.6269781461944236,56.0,2.892058090702882
1.52,3,1,2,0.6120514556533514,60.0,3.003997336882974
0.54,4,2,5,0.6165556612749763,56.0,2.7206616842231597
0.5,3,4,4,0.6199407699901284,58.0,2.728369476445593
0.93,3,3,3,0.6222935044105854,59.0,2.912559012277691
0.31,4,2,5,0.6155606407322656,55.8,2.545584412271571
0.43,3,3,2,0.6257796257796256,59.0,2.614192035792321
0.66,4,2,4,0.6086956521739131,57.0,2.768393035679724
2.0,1,2,3,0.6381371932032726,59.0,3.1303354452837797
1.01,4,2,2,0.6233359436178544,59.0,2.914103635768639
1.13,4,2,0,0.6112759643916914,56.0,2.8618176042508368
0.72,2,4,2,0.6106346483704974,54.0,2.8090923801114123
1.17,4,3,6,0.6214022140221401,53.0,3.0315012782448236
0.56,4,4,3,0.6206244087038788,57.0,2.7298351598585584
0.32,3,0,7,0.6124293785310734,59.0,2.55499510762741
1.21,2,1,2,0.6124542124542125,62.0,2.9247222090311413
1.01,2,5,2,0.5950920245398773,60.0,2.925918659156471
1.01,3,3,5,0.6302454473475851,59.0,2.9841246622753546
0.53,3,3,4,0.6298449612403101,58.0,2.7302014577682723
0.7,3,5,3,0.6152497808939527,59.0,2.8186876378910806
0.51,2,5,1,0.6158301158301158,57.0,2.6619541694026214
1.51,2,1,1,0.6312849162011173,60.0,2.966310840084026
1.59,2,6,1,0.5992063492063493,59.0,3.045816803420718
1.06,2,2,1,0.6278713629402756,57.0,2.8953410852609403
0.33,3,2,7,0.619750283768445,58.0,2.6487733009829286
0.32,4,5,4,0.6186726659167604,56.0,2.5614449047363874
1.54,3,5,3,0.6231292517006803,58.0,3.100967590930289
1.07,3,2,2,0.6206896551724137,58.0,2.9202739597510368
1.02,1,5,1,0.6339563862928349,57.0,2.9082640870457417
1.57,4,1,1,0.6260987153482083,58.0,3.002498959200486
1.2,4,3,4,0.6238938053097346,57.0,3.009817270200967
0.71,2,0,3,0.6225749559082893,57.0,2.7504545078950136
0.9,2,5,2,0.6314935064935066,60.0,2.8839209420509433
1.51,3,4,3,0.6175869120654397,56.0,3.0805843601498726
0.28,4,2,5,0.615566037735849,56.0,2.4983994876720574
0.72,4,2,5,0.6163194444444444,56.0,2.8481572990268638
1.33,4,2,1,0.6231369765791341,55.0,2.9703535143144157
1.47,3,2,1,0.593346911065852,59.0,2.9886451780029026
0.71,4,6,1,0.6235807860262009,55.0,2.7957110008010484
0.32,4,4,4,0.6153846153846154,56.0,2.541653005427767
0.3,4,3,6,0.6223776223776225,56.0,2.5737132707432657
1.02,4,5,6,0.6133743274404305,57.0,3.0523761236125537
0.7,0,4,4,0.6447016918967052,57.0,2.7883686987197374
1.02,4,3,5,0.5918057663125948,58.0,3.0
1.71,1,5,2,0.6399474375821288,53.0,3.0813957876261204
0.75,1,5,1,0.6321243523316062,57.0,2.780467586576042
1.59,1,3,2,0.6386440677966102,56.0,3.0068255686022094
0.71,2,5,3,0.636604774535809,54.0,2.809626309671804
0.3,4,4,6,0.6194895591647331,57.0,2.5888221259870288
1.01,4,6,5,0.6189735614307932,56.0,3.0569592735265547
1.06,4,4,2,0.6179604261796042,55.0,2.959391829413604
0.41,4,0,4,0.6150627615062763,55.0,2.5444056280396805
0.7,0,6,1,0.6776255707762557,58.0,2.7347760420187974
0.35,2,5,2,0.6288888888888889,58.0,2.5337718918639855
1.03,0,1,1,0.6515270164447925,56.0,2.858146252381078
0.43,3,3,3,0.6130030959752322,58.0,2.6009613607279904
0.41,3,3,3,0.6142557651991615,59.0,2.591910492281707
0.91,1,6,1,0.6330578512396694,62.0,2.8644371174805006
1.09,4,3,1,0.6171341925701289,57.0,2.9089517012147175
0.3,4,5,3,0.6214953271028039,56.0,2.595765782962708
0.5,2,6,3,0.633761105626851,57.0,2.719191056178289
0.51,4,2,4,0.611969111969112,55.0,2.735690040922034
1.01,3,2,1,0.6092404072043853,59.0,2.8513154858766505
0.3,4,1,2,0.6186046511627907,57.0,2.4586581706288495
0.51,1,3,1,0.63573543928924,54.0,2.651226131434284
0.43,4,2,4,0.6108273748723188,57.0,2.601153590236455
1.01,2,5,1,0.5961977186311788,61.0,2.8946502379389467
0.57,3,4,3,0.6033210332103321,58.0,2.7424441653386493
1.0,2,6,2,0.6231075697211155,59.0,2.9296757499764374
0.5,2,5,4,0.6167315175097275,57.0,2.7247018185482244
1.05,3,4,2,0.6184615384615384,56.0,2.936494508763808
0.31,4,6,1,0.625,55.0,2.5268557536986553
0.27,2,6,5,0.6461916461916462,53.0,2.5207141845120007
1.5,0,2,0,0.6572036905606813,58.0,2.9163333142835373
1.98,2,1,3,0.6279949558638084,60.0,3.10177368613508
0.93,3,4,2,0.6106264869151468,59.0,2.88773267460823
1.07,4,4,5,0.6031507876969242,55.0,3.0364452901377956
1.02,3,4,2,0.6230529595015576,58.0,2.9284808348357005
0.52,4,3,2,0.6106870229007634,55.0,2.662329806766998
0.3,4,4,2,0.6123853211009175,55.0,2.5321927256826244
0.26,2,5,5,0.6300366300366299,58.0,2.5282404948896775
0.39,3,5,5,0.6114649681528662,59.0,2.6638318265235887
0.41,3,0,4,0.6205450733752621,58.0,2.5924891513755655
0.39,2,4,2,0.6329386437029064,54.0,2.6124700955226263
0.7,0,2,2,0.646900269541779,58.0,2.7615213198525193
0.37,4,6,3,0.6114101184068892,54.0,2.5762375666851844
0.7,2,6,1,0.6087719298245615,60.0,2.7560841786854042
1.01,1,5,2,0.6422893481717012,56.0,2.881319142337412
1.01,2,3,5,0.6337254901960785,55.0,2.9747268782192426
0.7,4,4,6,0.6170026292725679,56.0,2.9166761904606413
0.7,0,4,0,0.6642402183803457,59.0,2.6440499238857047
1.18,3,1,2,0.6183431952662721,58.0,2.9383668933610045
1.0,3,3,3,0.6158631415241058,58.0,2.957025532524195
0.31,4,3,7,0.612756264236902,56.0,2.6061465806819077
1.12,3,3,7,0.6118175018698578,58.0,3.02539253651489
0.34,3,6,2,0.6116071428571428,58.0,2.5861167800391383
0.33,3,3,5,0.6064659977703457,58.0,2.621449980449751
0.28,2,4,5,0.6110458284371328,57.0,2.5614449047363874
1.0,2,4,2,0.632991318074191,58.0,2.9356430300702434
0.7,3,0,3,0.6203208556149733,62.0,2.735324478009876
0.37,4,3,3,0.6218851570964247,57.0,2.544602129999894
2.03,4,4,1,0.6142506142506142,58.0,3.134804619111054
0.54,4,6,3,0.6181818181818182,56.0,2.7562655895250736
0.66,4,6,5,0.6131907308377897,57.0,2.8762823227214676
0.34,4,6,3,0.6237513873473918,53.0,2.586696735220424
0.37,3,2,3,0.5950590762620839,61.0,2.572741728195817
0.79,4,3,4,0.6199324324324325,56.0,2.8521921393903322
0.38,2,5,7,0.595213319458897,57.0,2.6942531432662373
0.72,4,2,3,0.6276223776223775,57.0,2.788010043023518
1.03,4,4,2,0.6125574272588056,56.0,2.9376861643136762
0.56,4,6,2,0.6188679245283019,55.0,2.7380650101851125
1.01,2,6,3,0.5983037779491134,60.0,2.9868043123043733
0.6,4,5,5,0.6175115207373272,54.9,2.8211699700656108
1.01,2,6,7,0.6329113924050632,55.0,3.0724582991474434
1.0,2,2,2,0.6283464566929134,56.0,2.912559012277691
0.91,2,6,1,0.5931800158604283,60.0,2.8722813232690143
0.72,1,2,1,0.6407766990291262,58.0,2.737699764400764
1.09,2,4,1,0.632386799693016,58.0,2.9132456127144515
0.3,3,6,3,0.6223776223776224,60.0,2.5622255950637913
0.38,4,2,5,0.6142241379310345,57.0,2.6408332018512644
2.58,0,4,1,0.6518431831480398,59.0,3.0713189349203054
0.3,4,5,5,0.6155632984901278,57.0,2.5828279075463003
0.82,3,3,1,0.6231155778894472,58.0,2.7939219745726613
1.01,2,4,4,0.6258823529411766,56.0,2.9994999583263873
0.38,4,4,4,0.6117647058823528,56.0,2.6290682760247974
0.5,4,1,2,0.620215897939156,55.0,2.6248809496813372
0.57,3,4,3,0.5979572887650882,59.0,2.73367883995176
0.4,3,5,2,0.6012526096033403,59.0,2.56963032360688
1.28,4,5,7,0.6065340909090908,57.0,3.136239786751007
0.3,4,3,1,0.615916955017301,56.0,2.4586581706288495
0.31,3,4,2,0.6273148148148148,58.0,2.5489213404889526
1.29,4,0,2,0.6145092460881936,57.0,2.952287248897031
0.39,2,5,4,0.6254002134471718,58.0,2.6111300235721697
0.51,2,5,2,0.6295928500496524,58.0,2.6819768828235637
0.3,4,4,4,0.6120092378752886,57.0,2.535941639707034
0.32,4,5,3,0.6195899772209567,57.0,2.5600781238079438
0.45,4,3,5,0.6178861788617886,57.0,2.6472627372438877
0.23,2,6,5,0.5889724310776943,60.0,2.5115732121520966
0.37,4,5,3,0.6145494028230184,56.0,2.635905916378656
0.54,4,3,6,0.6218809980806143,56.0,2.7678511520672493
0.79,2,4,4,0.5859247135842881,57.0,2.8514908381406383
1.52,3,2,1,0.6199864038069339,58.0,2.992824752637548
0.85,4,3,4,0.618032786885246,55.0,2.8953410852609403
0.33,3,5,4,0.6148648648648649,59.0,2.5808913189051568
0.24,2,4,4,0.5934065934065934,57.0,2.4441767530193066
0.39,4,4,4,0.6170212765957448,56.0,2.6109385285755007
0.71,4,6,2,0.6137931034482758,55.0,2.85674640106538
0.31,4,5,3,0.6097838452787259,56.0,2.5538206671573476
0.6,4,3,5,0.615948670944088,55.0,2.790877998050076
1.11,3,4,2,0.6068759342301943,61.0,2.934109745732085
0.33,4,3,4,0.6213151927437642,56.0,2.598076211353316
0.92,3,4,2,0.6218623481781377,59.0,2.8880789462893843
1.6,2,1,6,0.5981675392670158,56.0,3.0530312805472533
0.32,4,5,4,0.6112359550561798,54.0,2.5913317039699875
0.91,2,3,2,0.6304700162074555,57.0,2.872455395650209
0.7,4,4,2,0.6201413427561837,56.0,2.802320467041555
0.32,4,2,4,0.621160409556314,55.0,2.5021990328509043
0.41,2,4,3,0.6284501061571124,58.0,2.6
1.02,3,3,6,0.6211764705882353,59.0,2.997999332888518
0.55,4,6,3,0.6153846153846153,56.0,2.7597101297056543
1.01,1,6,2,0.6385350318471338,62.0,2.923354237857602
0.3,3,2,4,0.6213364595545133,59.0,2.5388973984783236
0.31,4,1,6,0.6208476517754868,54.0,2.4971984302413777
0.56,2,3,3,0.6093457943925233,58.0,2.7138533490223824
1.2,2,2,2,0.6142433234421364,63.0,2.904134983088768
0.83,3,5,1,0.5923515052888528,60.0,2.8209927330640183
0.41,4,5,4,0.6219895287958115,55.0,2.621259239373321
2.0,4,5,1,0.6222222222222222,57.0,3.117691453623979
0.81,1,5,0,0.6405451448040886,59.0,2.8046390142048585
0.9,4,3,1,0.6063492063492063,55.0,2.883227358360766
0.77,4,1,2,0.6169491525423728,56.0,2.78854800926934
1.01,3,4,1,0.6257861635220127,60.0,2.900172408668147
2.1,3,1,3,0.6066465256797584,61.0,3.09434968935316
0.85,4,5,2,0.6176470588235294,54.0,2.839190025341735
1.5,2,3,1,0.6313617606602476,57.0,3.0244007670942024
0.4,1,3,4,0.5956566701137539,61.0,2.618969262897142
0.42,4,4,2,0.6161825726141079,56.0,2.5569513096654775
0.42,4,3,5,0.6261780104712041,55.0,2.6340083523026268
0.41,4,3,6,0.6091476091476091,55.0,2.650283003756391
0.92,2,6,4,0.6064,61.0,2.925235033292197
0.33,2,2,7,0.6171171171171173,59.0,2.582247083452705
0.43,4,1,6,0.6217616580310882,57.0,2.622022120425379
1.04,2,3,4,0.6339563862928349,59.0,2.971026758546614
1.04,3,3,1,0.6258714175058094,58.0,2.898620361482338
0.35,4,6,3,0.6247240618101546,56.0,2.5830214865540704
1.26,4,4,5,0.6236403190717912,57.0,3.0678983033992506
0.8,2,4,1,0.5970394736842105,56.0,2.8016066818880914
0.7,4,6,4,0.6132404181184669,54.2,2.8687976575562106
0.35,4,2,6,0.6225165562913908,55.0,2.5849564793241684
0.39,3,3,2,0.6166842661034847,57.0,2.598076211353316
2.01,3,0,3,0.6043076923076923,59.0,3.085287668921652
0.37,4,1,3,0.6120689655172413,56.0,2.5302173819654312
0.5,4,5,2,0.6080156402737047,57.0,2.692768092502583
0.9,1,2,2,0.6141215106732348,60.0,2.8677517326295874
0.72,4,4,6,0.6082474226804123,56.0,2.9185612894027084
0.5,4,6,4,0.6106280193236714,56.0,2.749727259202265
0.31,3,5,3,0.6095890410958904,58.0,2.6021145247663484
0.3,4,2,4,0.6218097447795823,54.0,2.5079872407968904
0.24,3,3,6,0.6226175349428209,59.0,2.5133642792082487
0.62,3,5,1,0.610756608933455,59.0,2.7138533490223824
0.41,4,4,4,0.6246056782334385,57.0,2.642158208737698
1.0,3,1,4,0.6029526029526029,62.0,2.869320477046787
1.18,4,4,5,0.6064139941690962,55.0,3.056632133574467
0.53,4,3,6,0.6211538461538462,56.0,2.753179979587241
0.73,4,4,4,0.6139294926913156,55.0,2.870888364252431
1.56,4,2,3,0.6163101604278075,57.0,3.063657944353449
0.38,4,3,5,0.6140724946695096,56.4,2.614192035792321
0.4,4,4,5,0.6283280085197018,57.0,2.6568778669709303
2.12,3,1,1,0.6059143029571514,59.0,3.1019348800385864
0.96,3,2,1,0.5942591155934833,56.0,2.865833212174079
0.5,0,4,3,0.6491405460060667,58.0,2.6666458332519523
0.6,4,6,6,0.6162361623616236,56.0,2.8600699292150185
0.4,4,5,4,0.6174920969441517,55.0,2.6379916603355666
0.81,2,5,2,0.637901861252115,58.0,2.8278967449325303
0.3,4,1,4,0.6248548199767712,54.0,2.5317977802344327
0.25,2,4,6,0.642409033877039,58.0,2.511175023768754
0.28,2,4,4,0.607981220657277,58.0,2.487569094517778
1.01,3,5,1,0.6038610038610039,60.0,2.911013569188574
0.71,3,3,3,0.6044905008635579,61.0,2.7982137159266447
0.24,2,3,6,0.6226175349428209,59.0,2.463331078032346
0.56,4,2,5,0.6182846371347785,56.0,2.7673091623452555
1.55,3,0,4,0.6158001350438893,58.0,2.992156413023891
0.32,4,3,3,0.6180159635119726,57.0,2.515949125081825
0.3,4,3,5,0.6178861788617886,57.0,2.5495097567963922
0.4,2,4,4,0.6340425531914895,54.0,2.6099808428415714
1.17,4,6,1,0.6274217585692996,57.0,2.944995755514768
0.41,4,3,7,0.6160249739854319,55.0,2.6717035763721992
0.32,2,2,3,0.6279863481228669,55.0,2.4949949899749297
0.61,1,5,3,0.6078971533516988,59.0,2.7678511520672493
1.31,4,1,4,0.6206405693950178,56.0,2.9659737018389087
0.51,3,5,4,0.6185365853658537,58.0,2.7409852243308426
1.02,4,1,2,0.6291079812206571,57.0,2.8642625577973817
0.91,0,6,3,0.6450040617384241,55.0,2.910154635066666
1.01,3,4,1,0.6274509803921569,56.0,2.888252066562058
1.51,2,3,3,0.6350314026517795,59.0,3.076524012583032
0.57,4,4,4,0.6191369606003752,55.0,2.773265223522626
0.3,4,5,3,0.6143187066974596,56.0,2.5841826560829633
0.4,3,4,3,0.62090813093981,58.0,2.642915057280502
2.18,4,1,1,0.6246246246246246,55.0,3.1098231460968964
0.33,3,5,2,0.619750283768445,60.0,2.5711864965420146
0.78,1,2,3,0.6365217391304349,60.0,2.792848008753788
1.22,4,0,3,0.6095100864553316,55.0,2.950932056147684
1.0,0,5,2,0.5807926829268293,63.0,2.8889444439102667
0.37,1,1,3,0.6400885935769656,56.0,2.5276471272707353
0.54,2,5,2,0.6217516843118382,61.0,2.6804850307360417
1.18,3,3,5,0.5968208092485549,58.0,3.024070105007488
0.53,4,6,3,0.6153846153846154,56.0,2.752998365419057
0.64,4,3,6,0.6185752930568079,56.0,2.8151376520518494
2.0,4,4,0,0.6013390139987828,56.0,3.045816803420718
0.3,2,6,2,0.6130536130536131,60.0,2.512767398706056
1.21,4,0,4,0.6158357771260997,56.2,2.937856361362822
0.51,3,5,2,0.6099706744868035,58.0,2.6970354094820483
1.65,4,3,3,0.6084690553745927,56.0,3.094995961225152
0.57,0,4,2,0.658252427184466,58.0,2.651980392084376
1.51,3,3,3,0.6271536871123363,58.0,3.0747357610045127
1.11,4,2,2,0.625,56.0,2.9313819266687173
0.26,2,5,5,0.6170731707317073,61.0,2.5169425897306437
0.42,4,4,2,0.609053497942387,55.0,2.6267851073127395
1.61,2,1,1,0.6090425531914894,63.0,2.9931588664820317
2.09,4,3,3,0.6179159049360147,57.0,3.121538082420267
0.51,1,3,5,0.6330365974282889,58.0,2.7378823933836167
0.35,3,5,2,0.597145993413831,60.0,2.5337718918639855
1.31,3,5,2,0.6237482117310443,58.0,3.013137899267141
0.36,4,6,3,0.5995717344753747,56.0,2.566904750862408
0.91,3,3,2,0.6255077173030058,58.0,2.8818396901979124
0.47,2,3,2,0.6289180990899899,56.0,2.651980392084376
0.31,4,1,2,0.6273148148148148,56.0,2.451734080197116
0.24,2,5,5,0.5886699507389163,63.0,2.4867649667791287
0.75,4,3,5,0.620274914089347,56.0,2.8682747427678543
0.32,3,6,1,0.6245694603903559,58.0,2.5045957757690163
0.31,4,6,4,0.6164542294322133,55.0,2.5630060475933334
0.45,2,4,4,0.6211180124223602,59.0,2.659323222175146
1.08,4,3,3,0.6241457858769932,55.0,2.963781368454833
1.08,4,1,1,0.6226271829916477,57.0,2.8854808957953613
0.4,2,3,6,0.6061246040126715,58.0,2.6298288917722386
2.26,4,1,1,0.6154761904761906,57.0,3.1072495876578694
0.41,4,5,3,0.6176470588235294,56.0,2.6155305389155754
0.31,4,5,7,0.6102857142857143,57.0,2.6804850307360417
0.3,4,4,4,0.6252927400468384,57.0,2.535941639707034
0.7,3,2,1,0.6212389380530973,62.0,2.756809750418044
0.72,4,1,3,0.6113989637305699,56.0,2.785139134765084
0.7,3,5,2,0.5996533795493935,59.0,2.814249455894058
0.52,4,6,2,0.6001917545541706,56.0,2.7294688127912363
0.84,3,4,1,0.6230323115161557,59.0,2.821347195933177
0.51,4,5,3,0.6282926829268293,56.0,2.7309339061939966
2.01,1,1,1,0.6394984326018809,57.0,3.0133038346638727
1.06,4,6,2,0.6273909716908951,54.0,2.947880594596735
0.6,4,3,3,0.6106032906764167,55.0,2.7504545078950136
1.01,3,6,2,0.5811320754716981,61.0,2.923354237857602
0.34,3,2,2,0.6205357142857142,59.0,2.533179819910146
0.5,0,3,4,0.6585612968591691,57.0,2.6879360111431225
0.93,3,2,2,0.6093247588424436,61.0,2.853419001829209
0.3,3,0,3,0.6055045871559634,59.0,2.4306377763870946
0.7,4,4,2,0.60801393728223,57.0,2.819397098671984
0.34,4,2,6,0.6179775280898876,57.0,2.5793410011086166
1.01,4,3,1,0.5929878048780488,60.0,2.9024127893874776
0.51,4,4,4,0.6168768186226965,55.0,2.764597619907823
0.41,4,4,5,0.6059979317476732,57.0,2.64896206088347
2.11,4,1,4,0.6193939393939394,57.0,3.118493225902535
1.01,3,4,3,0.6078886310904873,58.0,2.958546940645019
0.5,4,4,4,0.6246305418719212,57.0,2.741532418192424
0.31,2,3,3,0.6120591581342435,55.0,2.5151540708274713
0.53,4,2,2,0.6133333333333334,55.0,2.673013280924732
1.01,1,3,2,0.6324921135646687,59.0,2.919075196016711
0.72,4,5,1,0.614853195164076,55.0,2.7989283663573814
1.0,3,6,2,0.6223612197028929,58.0,2.9414282245195102
0.41,4,5,4,0.6265822784810127,57.0,2.6427258654654286
0.8,4,3,3,0.6215071972904318,56.0,2.819397098671984
1.53,3,3,2,0.5840474620962426,59.0,3.0260535355475784
1.24,2,0,1,0.622093023255814,58.0,2.903446228191595
0.31,2,4,3,0.6073059360730593,61.0,2.5234896472940007
1.11,3,5,1,0.6253776435045316,58.0,2.906544339933592
1.52,4,2,2,0.6204081632653061,56.0,2.9868043123043733
0.7,2,4,3,0.6053772766695577,57.0,2.7898028604186353
0.31,4,2,7,0.6082004555808656,57.0,2.6237377917772196
1.06,4,4,3,0.6123381568926123,57.0,2.989147035527025
0.3,3,6,2,0.6247086247086249,58.0,2.512767398706056
0.7,4,2,5,0.6095238095238095,56.0,2.8476305940202287
0.7,2,1,2,0.6137750653879687,57.0,2.759528945309326
0.92,0,4,1,0.6534653465346534,58.0,2.8453470790045983
0.3,4,5,3,0.6098964326812427,56.0,2.595765782962708
0.31,4,1,5,0.6155606407322656,57.0,2.5097808669284256
1.51,4,3,1,0.6043360433604336,55.0,3.0136356780473648
0.3,3,3,5,0.6157461809635723,60.0,2.603459237245707
1.51,1,5,0,0.5746516257465163,59.0,2.937856361362822
1.38,4,3,4,0.6215083798882681,54.0,3.058103987767584
1.06,3,5,2,0.6297151655119322,56.0,2.9074043406447614
1.44,1,3,0,0.6309937456567061,54.8,2.9490676492749364
0.71,4,3,2,0.6288751107174491,57.0,2.78621607202313
0.41,4,3,3,0.6136125654450262,55.0,2.6395075298244555
0.23,3,5,6,0.6130653266331658,60.0,2.5538206671573476
3.0,3,3,0,0.5974304068522485,60.0,3.080259729308553
0.41,2,5,1,0.6342494714587738,58.0,2.5897876360813834
1.32,4,4,3,0.6229508196721312,57.0,2.9974989574643724
0.72,4,4,4,0.6164502164502165,56.0,2.8691462144686875
0.32,3,3,3,0.6068181818181817,58.0,2.5649561399758865
0.33,2,5,6,0.6160714285714285,53.0,2.596728711282717
1.0,2,5,1,0.6281645569620253,59.0,2.8853076092507015
1.17,1,3,1,0.6363636363636365,62.0,2.8804513535208334
1.3,1,6,1,0.5714285714285714,63.0,2.958546940645019
0.34,4,6,3,0.6237513873473918,53.0,2.6343879744638983
1.27,3,1,1,0.6201888162672476,60.0,2.9127306775601483
0.32,2,1,2,0.6277205040091638,58.0,2.463331078032346
0.73,4,6,1,0.5994919559695174,57.0,2.8154928520598306
1.01,2,6,2,0.622257053291536,58.0,2.922498930709813
1.28,4,4,5,0.6233766233766235,56.0,3.0757112998459397
1.1,4,4,5,0.6119402985074626,56.0,3.0426961728046393
1.51,3,0,5,0.6247436773752564,59.0,3.013137899267141
0.31,4,6,4,0.619815668202765,57.0,2.5518620652378528
1.54,3,6,3,0.5927392739273928,59.0,3.1199358967773683
0.3,2,2,6,0.6257378984651712,60.0,2.55499510762741
0.72,3,5,1,0.6258741258741258,59.0,2.786395521098898
1.0,2,2,2,0.5995279307631786,63.0,2.899137802864845
0.32,4,3,3,0.6159090909090909,57.0,2.515949125081825
0.57,4,1,7,0.6098239110287303,55.0,2.735690040922034
0.73,2,5,3,0.6151172893136403,58.0,2.8467525357852934
0.31,4,6,4,0.6205305651672434,57.0,2.6032671779899963
0.33,3,1,5,0.6148648648648649,58.0,2.5711864965420146
0.31,3,6,3,0.6121979286536248,59.0,2.5688518836242777
1.01,3,4,3,0.6279434850863422,59.0,2.9639500670557863
1.51,1,4,3,0.6199312714776631,59.0,3.0877176036677967
1.16,4,5,1,0.6274217585692995,56.0,2.9216433731720235
1.01,3,5,1,0.6234177215189873,55.0,2.865135249861688
0.78,4,1,3,0.6089150546677881,57.0,2.791415411578864
