carat,cut,color,clarity,depth,table,price
1.09,Very Good,I,VS2,0.6256643887623387,57.0,8.531
0.7,Ideal,H,VS1,0.6161971830985916,57.0,8.066
0.26,Ideal,F,VS2,0.6211936662606576,54.0,6.122
0.39,Premium,H,SI2,0.6240520043336945,59.0,6.581
1.3,Premium,I,SI1,0.581184668989547,59.0,8.73
0.31,Ideal,H,SI1,0.6118721461187215,58.0,6.033
1.2,Premium,I,VS1,0.6277695716395865,56.0,8.703
0.71,Very Good,J,SI1,0.6074201898188093,58.0,7.404
0.41,Good,G,I1,0.6377118644067795,56.0,6.146
0.54,Premium,J,VVS2,0.5823970037453183,62.0,7.114
1.6,Ideal,I,SI1,0.624,56.0,9.2
1.05,Premium,J,VS2,0.6105585309869931,58.0,8.33
0.74,Ideal,E,SI2,0.6219931271477663,56.0,7.923
0.7,Good,F,SI1,0.5872193436960277,61.0,7.725
2.0,Good,I,VS2,0.6408137317228226,60.0,9.272
0.3,Ideal,J,VVS1,0.6041189931350115,57.0,6.14
0.58,Ideal,D,VVS2,0.6302916274694262,56.0,7.792
0.63,Premium,E,IF,0.6028880866425993,62.0,7.965
1.06,Ideal,H,VS2,0.6115326251896814,55.0,8.589
2.03,Premium,J,VS1,0.5925480769230769,60.0,9.588
0.71,Ideal,H,SI2,0.6258741258741258,56.0,7.496
1.71,Good,F,SI2,0.6399465597862392,59.0,9.326
1.67,Premium,I,VS1,0.6108567691301504,58.0,9.341
0.56,Ideal,H,VS1,0.6206244087038788,55.3,7.433
0.41,Ideal,E,VVS2,0.6113989637305701,56.0,7.125
1.64,Ideal,H,VS2,0.6059817945383615,57.0,9.438
1.19,Ideal,F,VVS1,0.6192223037417461,57.0,9.455
0.55,Ideal,H,VVS1,0.618732261116367,55.0,7.52
0.42,Premium,E,VS2,0.610134436401241,60.0,6.865
2.04,Very Good,I,VS2,0.6253832004904964,58.0,9.734
0.46,Good,F,VS1,0.6441717791411042,60.0,7.015
0.7,Fair,G,SI2,0.6517457475380484,56.0,7.658
0.3,Ideal,G,VS2,0.6178861788617886,56.0,6.229
0.31,Ideal,E,IF,0.6148571428571429,56.0,7.102
0.34,Ideal,E,SI1,0.6170921198668147,56.0,6.64
1.01,Premium,F,VVS2,0.6180124223602484,59.0,9.044
1.75,Premium,I,VS1,0.6061381074168798,60.0,9.436
1.03,Premium,G,SI1,0.5951293759512938,60.0,8.664
0.32,Ideal,E,VS2,0.6224256292906178,55.0,6.802
1.0,Premium,E,SI2,0.6174391201885311,58.0,8.438
0.34,Premium,I,SI1,0.6274065685164213,58.0,6.353
0.41,Ideal,F,IF,0.6137787056367433,56.0,7.272
1.06,Ideal,G,VVS2,0.6013564431047476,57.0,9.063
0.52,Ideal,G,VVS2,0.6194174757281553,55.0,7.607
1.0,Premium,F,SI2,0.6156274664561957,62.0,8.374
1.25,Ideal,I,SI2,0.6139468008626886,55.0,8.593
2.01,Premium,J,SI1,0.6067692307692307,61.0,9.41
0.25,Ideal,E,VVS2,0.6161369193154035,57.0,6.356
0.71,Very Good,D,SI1,0.6145833333333334,58.0,7.953
0.7,Premium,D,SI2,0.6206293706293705,60.0,7.74
0.71,Ideal,F,VS1,0.6214099216710183,57.0,8.028
1.25,Good,I,SI2,0.6045156591405682,64.0,8.15
0.3,Premium,G,VVS2,0.6198830409356725,58.0,6.778
1.5,Premium,I,VS2,0.6231983527796843,58.0,9.085
0.7,Premium,F,SI1,0.5989492119089316,58.0,7.743
0.8,Ideal,F,SI2,0.6140939597315437,56.0,8.027
1.01,Ideal,G,SI2,0.6101167315175097,57.0,8.304
1.53,Ideal,E,SI1,0.6200814111261873,58.0,9.291
0.32,Very Good,F,VVS2,0.6376146788990826,55.0,6.553
1.01,Ideal,G,VS2,0.6263565891472869,54.0,8.845
1.29,Ideal,G,VS2,0.6299782766111514,57.0,9.057
0.7,Premium,F,SI1,0.6044905008635578,58.0,7.694
1.5,Very Good,I,SI1,0.6037991858887383,61.0,9.058
1.06,Ideal,I,SI2,0.6189376443418014,59.0,8.319
1.05,Very Good,G,SI1,0.6024279210925645,58.0,8.601
0.35,Very Good,G,IF,0.6197802197802197,54.0,6.793
1.2,Ideal,G,SI1,0.6274797942689199,56.0,8.905
0.51,Very Good,F,VS1,0.632713026444662,59.0,7.451
0.32,Ideal,G,IF,0.6221719457013575,53.0,6.822
1.01,Good,E,SI1,0.6409638554216868,62.0,8.407
0.7,Very Good,G,SI1,0.6333630686886708,57.0,7.644
0.4,Ideal,E,VVS2,0.614900314795383,56.0,7.121
0.31,Ideal,D,VS2,0.6205305651672434,55.0,6.848
1.66,Premium,G,SI2,0.5912031047865459,58.0,9.213
1.01,Good,F,VS2,0.6308300395256917,56.0,8.623
0.54,Good,G,VS2,0.5693160813308688,62.0,7.401
0.56,Ideal,D,VS2,0.6095954844778928,57.0,7.582
0.33,Ideal,D,VS2,0.6186726659167604,57.0,6.91
1.08,Premium,G,VS1,0.6202143950995406,60.0,8.808
0.35,Ideal,D,VS2,0.6225165562913908,55.0,6.969
2.19,Premium,I,SI2,0.6076555023923446,60.0,9.627
2.0,Ideal,J,SI1,0.6244568590937306,54.0,9.428
0.41,Premium,H,SI1,0.617336152219873,60.0,6.526
1.01,Very Good,F,VVS2,0.6176470588235293,58.0,9.096
0.42,Ideal,E,SI1,0.6259067357512954,57.0,6.9
0.24,Good,E,VVS1,0.5804878048780489,60.0,6.265
0.33,Very Good,J,VS1,0.6279863481228669,58.0,6.073
1.29,Ideal,E,VVS2,0.5980253878702398,59.0,9.513
0.3,Ideal,D,VS2,0.6291079812206574,56.0,6.815
0.72,Premium,E,SI1,0.6278260869565218,52.0,7.755
0.81,Ideal,I,VS2,0.6178184845961698,56.0,7.986
0.32,Ideal,F,VVS1,0.6040723981900452,57.0,6.75
0.68,Premium,G,SI1,0.6187943262411347,60.0,7.467
0.27,Very Good,E,VS1,0.6188769414575865,59.0,6.153
0.32,Ideal,G,VVS1,0.6176470588235294,54.0,6.702
0.7,Ideal,I,SI1,0.5991341991341991,59.0,7.642
0.7,Ideal,F,SI1,0.6183406113537119,58.0,7.759
0.27,Very Good,E,VVS2,0.6177884615384615,59.0,6.373
0.31,Ideal,E,VVS2,0.6168009205983889,56.0,6.953
1.3,Good,H,SI2,0.6372194062273715,57.0,8.706
0.5,Ideal,F,VVS2,0.5994180407371484,58.0,7.609
0.3,Very Good,F,IF,0.6239813736903377,56.0,6.787
0.53,Ideal,E,VVS2,0.624031007751938,56.0,7.735
0.4,Fair,D,SI1,0.6509129967776585,55.0,6.468
1.55,Ideal,J,SI1,0.6247491638795987,57.0,9.024
0.9,Good,E,SI1,0.6084867894315453,65.0,8.196
0.41,Good,G,SI2,0.6355932203389829,54.0,6.664
0.34,Premium,F,SI1,0.5934065934065935,60.0,6.589
0.9,Very Good,H,VS1,0.6362153344208809,55.0,8.452
1.5,Premium,F,SI1,0.6256055363321799,60.0,9.302
1.11,Good,H,SI1,0.6415384615384615,58.0,8.417
0.46,Ideal,I,SI1,0.6190954773869347,55.0,6.745
0.3,Very Good,G,VS1,0.6254375729288215,55.0,6.405
0.32,Ideal,H,VVS1,0.6190476190476191,54.0,6.562
0.5,Premium,E,SI1,0.6258637709772952,56.0,7.181
1.02,Very Good,J,SI1,0.619233776387803,60.0,8.156
0.55,Ideal,D,SI1,0.6088595664467484,57.0,7.518
0.5,Premium,F,VS2,0.6170634920634921,60.0,7.188
1.2,Good,D,SI1,0.6350148367952523,55.0,8.685
0.35,Premium,I,VS1,0.6109890109890109,60.0,6.314
0.6,Ideal,E,VS2,0.6204986149584487,56.0,7.655
0.54,Ideal,D,VS1,0.6143667296786389,53.0,7.578
0.32,Very Good,E,SI1,0.6006749156355455,60.0,6.33
0.41,Ideal,G,VS2,0.6085150571131881,57.0,6.967
1.14,Very Good,F,SI1,0.6099925428784488,60.0,8.669
1.52,Good,H,SI1,0.6382393397524071,60.0,9.218
0.55,Ideal,F,VS1,0.6140684410646388,55.0,7.498
0.32,Ideal,E,VVS2,0.6195899772209567,55.0,6.736
1.33,Premium,I,VS1,0.6150568181818182,58.0,8.848
0.76,Very Good,I,VS2,0.6333907056798623,57.0,7.844
1.03,Ideal,F,VS2,0.6022641509433962,54.0,8.929
0.39,Premium,E,VS1,0.5879873551106428,59.0,7.0
0.35,Ideal,H,IF,0.6133625410733845,57.0,6.766
0.76,Premium,F,IF,0.6064735945485521,60.0,8.348
1.51,Ideal,I,VS2,0.6264564770390679,56.0,9.131
0.7,Ideal,H,SI1,0.6124234470691163,56.0,7.689
0.87,Very Good,J,SI1,0.6305254378648874,60.0,7.774
0.81,Good,D,SI2,0.6355140186915889,55.0,7.981
1.1,Very Good,F,VS2,0.6351145038167939,55.0,8.56
0.27,Ideal,G,VS2,0.6150178784266984,55.0,6.194
0.31,Fair,E,VS2,0.5416666666666666,63.0,6.702
1.19,Ideal,H,VS1,0.6206896551724139,54.0,8.879
0.66,Ideal,G,SI1,0.6174377224199289,55.0,7.542
1.01,Very Good,E,VS2,0.5805958747135217,60.0,8.764
1.03,Ideal,G,VS2,0.6114942528735632,57.0,8.952
0.71,Very Good,F,I1,0.631578947368421,55.0,7.278
0.74,Ideal,G,VVS1,0.6208082545141875,54.0,8.171
0.58,Ideal,H,VVS1,0.6163873370577282,56.0,7.604
0.41,Ideal,E,VS2,0.6203995793901157,56.0,6.841
1.15,Ideal,G,VVS2,0.6234153616703951,53.0,9.059
0.7,Premium,J,VVS2,0.6060606060606061,58.0,7.475
1.02,Very Good,J,SI1,0.6305882352941176,60.0,8.263
0.4,Very Good,D,VS1,0.6313559322033897,55.0,6.874
0.77,Ideal,J,SI1,0.6199829205807001,57.0,7.722
1.51,Ideal,I,VS2,0.5995975855130784,56.0,9.156
0.31,Premium,I,VVS1,0.6100917431192662,58.0,6.347
0.33,Very Good,I,SI1,0.631578947368421,58.0,6.349
1.01,Ideal,F,SI1,0.6233359436178544,58.0,8.639
0.89,Good,F,SI1,0.6430338004946414,55.0,8.206
0.45,Premium,D,VVS2,0.6004056795131846,59.0,7.345
0.53,Premium,E,SI2,0.6216216216216217,57.0,6.892
0.71,Very Good,E,SI1,0.5868263473053892,61.0,7.82
0.41,Very Good,E,SI1,0.6319148936170215,58.0,6.807
1.0,Good,E,SI1,0.615505090054816,62.0,8.663
1.03,Premium,F,SI1,0.6220839813374806,59.0,8.506
1.56,Premium,I,VS2,0.6078301260783012,59.0,8.899
0.32,Ideal,F,VVS2,0.6047032474804032,57.0,6.72
1.01,Good,G,SI1,0.5838414634146342,61.0,8.527
0.71,Premium,E,VS2,0.6216450216450216,59.0,8.039
1.01,Premium,E,SI1,0.5992277992277992,59.0,8.515
1.18,Premium,I,SI2,0.6174298375184638,58.0,8.424
0.4,Ideal,F,IF,0.6093264248704664,57.0,7.367
0.5,Very Good,F,VVS1,0.6104651162790697,55.0,7.66
0.31,Ideal,D,VS1,0.6057142857142856,57.0,6.569
0.7,Ideal,E,VS1,0.6103448275862069,54.0,7.999
0.36,Premium,E,SI1,0.6219780219780219,59.0,6.378
0.52,Ideal,D,VS2,0.6182170542635659,56.0,7.56
0.3,Ideal,F,IF,0.6162790697674417,58.0,6.787
0.38,Premium,H,VS2,0.6092572658772875,60.0,6.551
0.5,Premium,E,VS2,0.6232741617357002,60.0,7.465
2.07,Premium,I,SI2,0.6051838456901748,60.0,9.619
0.55,Ideal,G,VVS1,0.6197718631178707,55.0,7.622
1.5,Good,E,VS2,0.6388888888888888,58.0,9.536
0.34,Ideal,G,VS2,0.6265328874024526,55.0,6.64
0.57,Ideal,E,VS2,0.6188679245283019,57.0,7.575
1.11,Ideal,G,VVS2,0.617580766341097,57.0,9.089
0.5,Very Good,E,SI1,0.5941747572815533,60.0,7.165
0.34,Very Good,H,VS1,0.6126526082130964,56.0,6.39
1.04,Ideal,E,SI2,0.6110260336906586,56.0,8.531
1.5,Very Good,G,VS2,0.6248275862068966,59.0,9.447
0.3,Very Good,G,VS1,0.628235294117647,57.0,6.405
2.04,Very Good,H,SI2,0.6084300549786195,58.0,9.603
0.31,Very Good,G,VVS1,0.5981735159817352,62.0,6.635
0.5,Ideal,G,VVS1,0.6187192118226602,58.0,7.541
0.39,Very Good,E,VS2,0.599791013584117,56.0,6.695
0.53,Ideal,E,VS2,0.6131805157593124,55.0,7.461
1.52,Premium,G,VS1,0.6149659863945578,58.0,9.489
0.7,Very Good,I,VS1,0.6222611744084137,57.0,7.754
0.42,Ideal,G,VS2,0.6209761163032192,56.0,6.991
1.41,Very Good,F,VS1,0.6340425531914894,63.0,9.307
1.02,Ideal,D,SI2,0.6196746707978311,58.0,8.563
0.3,Premium,I,VVS2,0.6178861788617886,58.0,6.265
1.13,Ideal,G,VS2,0.6158445440956652,57.0,8.894
1.52,Very Good,J,VS2,0.6264564770390679,58.0,8.918
1.53,Premium,D,SI1,0.6161137440758294,58.0,9.297
0.53,Ideal,G,SI1,0.6229508196721311,55.0,7.176
0.55,Premium,F,VS2,0.6246418338108883,58.0,7.773
0.52,Ideal,F,VS2,0.6005719733079122,57.0,7.554
0.3,Ideal,E,VVS1,0.6247086247086248,56.0,6.759
0.59,Ideal,F,VVS2,0.6213953488372093,57.0,7.844
0.52,Ideal,G,IF,0.6152362584378013,56.0,7.628
0.9,Good,G,VVS2,0.6263286999182338,58.0,8.448
1.5,Premium,F,VS2,0.6276965901183019,58.0,9.524
0.7,Very Good,D,VVS2,0.6113537117903931,57.0,8.195
0.64,Ideal,E,VVS2,0.6208144796380091,53.0,8.057
0.9,Very Good,I,SI1,0.6052842273819056,58.0,8.077
0.75,Ideal,E,VS2,0.6240276577355228,57.0,8.09
1.06,Ideal,F,SI1,0.6136189747513389,57.0,8.489
0.3,Premium,G,IF,0.6096997690531178,62.0,6.863
0.38,Ideal,G,VS2,0.6162046908315566,55.0,6.611
0.76,Premium,G,VS2,0.6183986371379898,58.0,7.917
0.72,Very Good,J,VS1,0.6397188049209139,57.0,7.633
0.35,Ideal,E,VVS1,0.6179401993355481,56.0,6.808
0.54,Ideal,H,VS1,0.6187739463601531,56.0,7.401
1.06,Premium,G,VS1,0.6218487394957983,55.0,8.832
0.33,Ideal,D,SI1,0.6134831460674157,56.0,6.659
0.75,Ideal,E,SI1,0.6127659574468085,57.0,8.024
0.51,Very Good,H,SI1,0.6102021174205967,55.0,7.437
0.78,Ideal,H,VVS2,0.6213921901528013,56.0,8.183
1.02,Premium,E,VS2,0.6000000000000001,59.0,8.897
0.73,Ideal,G,SI2,0.6176470588235294,56.0,7.701
0.41,Premium,F,VS2,0.6031088082901556,58.0,6.76
2.07,Good,I,VS2,0.6409458618543871,57.0,9.624
0.5,Good,G,SI2,0.638,57.0,7.009
0.3,Very Good,H,VS1,0.6297169811320754,59.0,6.265
0.51,Premium,G,VS2,0.6263414634146341,57.0,7.274
2.54,Very Good,I,SI2,0.6339491916859122,56.0,9.401
0.7,Ideal,H,SI1,0.6116420503909644,58.0,7.668
0.41,Very Good,D,VS2,0.6208333333333332,53.0,6.816
0.38,Premium,D,SI1,0.6072961373390557,60.0,6.597
1.16,Ideal,G,VS2,0.6168639053254438,57.0,8.888
0.52,Ideal,D,VVS1,0.6201550387596899,57.0,8.077
1.05,Premium,H,SI2,0.6300309597523219,59.0,8.351
1.88,Very Good,D,SI2,0.6321177223288549,60.0,9.189
2.33,Very Good,J,VS2,0.6175604007071303,59.0,9.602
0.32,Ideal,G,VS2,0.6183465458663646,55.0,6.335
0.5,Premium,E,VS1,0.6011560693641619,58.0,7.422
0.32,Premium,E,VS2,0.6160815402038505,59.0,6.644
2.0,Premium,F,SI1,0.6257744733581164,59.0,9.825
0.34,Ideal,D,VVS1,0.6241610738255032,55.0,7.099
0.3,Very Good,G,VS2,0.6214953271028039,57.0,6.182
0.54,Very Good,D,VS2,0.6319845857418112,55.0,7.488
1.27,Very Good,I,VS2,0.5919661733615221,60.0,8.897
2.05,Very Good,H,VS2,0.6353383458646616,62.0,9.661
0.72,Very Good,D,SI1,0.6287215411558669,58.0,7.734
0.36,Ideal,E,VS2,0.6206140350877193,55.0,6.921
0.5,Premium,F,VS2,0.614481409001957,59.0,7.459
0.9,Good,H,VS2,0.5815602836879432,59.0,8.452
0.34,Premium,H,VS2,0.6133333333333333,60.0,6.535
0.37,Premium,D,VS2,0.6095444685466378,59.0,7.025
1.02,Premium,I,SI2,0.6217697729052467,58.0,8.309
0.9,Very Good,D,SI1,0.6099754701553557,63.0,8.385
1.62,Ideal,I,VS2,0.624331550802139,57.0,9.17
0.53,Ideal,H,VS2,0.6174496644295303,54.0,7.38
0.9,Very Good,F,SI1,0.6317512274959084,61.0,8.264
0.61,Premium,H,VS2,0.6275605214152701,59.0,7.449
0.38,Ideal,G,VS2,0.6220302375809935,56.0,6.891
0.41,Very Good,D,VS1,0.6342494714587738,56.0,6.899
2.13,Premium,G,SI2,0.6069711538461539,60.0,9.737
0.85,Fair,H,I1,0.6666666666666666,59.0,7.188
0.5,Fair,F,VS1,0.6499498495486461,55.0,7.363
0.33,Ideal,G,VS1,0.6209223847019122,54.0,6.75
1.0,Good,I,VS1,0.6366508688783571,56.0,8.521
0.42,Ideal,D,SI2,0.6235662148070907,57.0,6.551
0.52,Good,H,SI1,0.6314760508308895,57.0,7.013
0.32,Premium,H,VVS2,0.6222732491389207,58.0,6.65
0.34,Premium,G,VS2,0.6160714285714285,60.0,6.39
0.86,Ideal,D,SI1,0.6281945589447651,56.0,8.219
0.31,Premium,G,VS1,0.611819235225956,60.0,6.438
1.0,Ideal,E,I1,0.6182669789227166,56.0,8.166
0.4,Premium,H,VS1,0.6271186440677965,58.5,6.676
0.81,Ideal,E,VS2,0.6152570480928691,57.0,8.288
2.06,Premium,E,SI2,0.5879546809779368,58.0,9.591
1.59,Premium,E,VS1,0.6118115461181155,58.0,9.764
1.01,Ideal,E,SI1,0.6195652173913044,56.0,8.619
0.31,Premium,F,VS2,0.6162657502863688,58.0,6.438
0.33,Ideal,F,VVS1,0.6185101580135441,55.0,6.862
1.19,Good,I,SI1,0.6378539493293591,57.2,8.563
0.5,Very Good,H,VS2,0.6389713155291791,57.0,7.235
0.35,Ideal,F,SI1,0.6150490730643402,54.0,6.409
1.63,Very Good,H,SI1,0.6245006657789615,58.0,9.28
1.01,Premium,D,IF,0.6159813809154383,56.0,9.695
0.43,Ideal,F,VVS1,0.6196891191709846,57.0,7.214
0.24,Ideal,G,VVS1,0.6218905472636816,56.0,6.326
1.2,Very Good,J,VS2,0.5987078248384781,60.0,8.545
0.61,Ideal,E,VS2,0.6191780821917808,53.0,7.718
0.51,Ideal,D,SI2,0.6281800391389433,57.0,7.215
0.93,Good,H,VS1,0.5906571654790183,64.0,8.161
0.31,Ideal,H,VVS1,0.626865671641791,54.0,6.81
1.05,Very Good,G,VS2,0.6008968609865469,55.0,8.704
1.0,Premium,E,VS1,0.6194552529182878,60.0,8.89
0.41,Good,E,VVS1,0.6425531914893619,54.0,6.864
0.76,Ideal,D,SI2,0.6215753424657534,57.0,7.903
0.53,Ideal,H,VS1,0.6161228406909789,55.0,7.425
1.22,Ideal,I,SI2,0.6133720930232558,57.0,8.561
1.12,Very Good,G,VVS1,0.5887509130752374,60.0,8.996
0.73,Ideal,G,SI1,0.625,55.0,7.763
1.14,Very Good,D,SI1,0.6022140221402214,60.0,8.869
1.53,Very Good,H,SI1,0.633879781420765,55.0,9.257
0.37,Premium,G,VS2,0.6066452304394426,57.0,6.725
0.71,Premium,D,VS2,0.6026200873362446,62.0,8.032
0.5,Premium,E,SI1,0.6021297192642787,58.0,7.182
0.42,Very Good,H,SI1,0.6317991631799164,58.0,6.8
1.27,Premium,I,SI1,0.6087580760947595,59.0,8.628
1.55,Ideal,E,SI1,0.6151761517615175,56.0,9.495
0.31,Ideal,H,VS2,0.6097838452787259,57.0,6.229
1.13,Very Good,F,SI1,0.6061057334326136,60.0,8.609
0.7,Very Good,G,VS1,0.6323268206039075,58.0,7.813
1.5,Very Good,I,SI1,0.6309937456567061,59.0,9.023
0.31,Ideal,F,VS2,0.6192660550458717,55.0,6.629
1.27,Very Good,H,SI1,0.6227371469949312,58.0,8.871
0.36,Ideal,E,VS2,0.6082251082251083,56.0,6.921
0.71,Premium,H,VS2,0.6281714785651793,56.0,7.836
0.52,Premium,D,VS2,0.6055396370582617,56.0,7.56
1.02,Good,G,VS1,0.6434231378763866,57.0,8.691
0.44,Ideal,H,IF,0.6192893401015227,54.0,7.071
1.2,Ideal,H,SI1,0.6287822878228781,57.0,8.614
1.22,Premium,E,SI1,0.6233382570162481,59.0,8.909
0.3,Premium,E,VS2,0.6041666666666666,58.0,6.489
0.71,Very Good,F,SI2,0.6337157987643425,57.0,7.726
0.52,Ideal,G,VS1,0.6237816764132553,56.0,7.432
0.65,Ideal,E,SI1,0.6265709156193896,54.0,7.595
0.43,Ideal,E,SI2,0.6212590299277606,56.0,6.574
1.52,Ideal,G,SI1,0.60347129506008,57.0,9.315
1.02,Premium,F,VS2,0.6300940438871473,60.0,8.649
1.27,Very Good,I,SI2,0.5972915181753385,57.0,8.589
1.01,Ideal,G,VS2,0.629600626468285,57.0,8.704
0.31,Very Good,G,VVS1,0.6275862068965518,53.0,6.704
2.01,Good,E,SI2,0.6002460024600247,64.0,9.725
0.71,Ideal,D,VS2,0.6253275109170306,55.0,8.076
1.51,Fair,J,VS1,0.6517168885774353,56.0,8.873
0.32,Ideal,D,VS2,0.6190476190476191,55.0,6.631
0.71,Premium,J,SI1,0.6242263483642795,61.0,7.432
0.3,Ideal,D,VS1,0.6180555555555555,56.0,6.743
0.4,Ideal,H,VVS2,0.6222222222222222,56.0,6.777
1.23,Ideal,D,VVS2,0.6238130021913805,55.0,9.522
0.87,Very Good,J,SI1,0.6141348497156783,57.0,7.741
1.62,Premium,G,VS1,0.5940337224383917,58.0,9.628
0.71,Ideal,J,VS1,0.6188811188811189,55.0,7.566
0.76,Ideal,H,VVS2,0.6105442176870748,56.0,8.086
0.31,Ideal,E,VS2,0.6052332195676906,56.0,6.522
1.01,Fair,D,SI1,0.6592,60.0,8.361
0.3,Ideal,E,VVS2,0.6169965075669382,55.0,6.671
0.28,Ideal,H,VVS2,0.611904761904762,55.0,6.242
0.9,Very Good,E,VS1,0.6295993458708095,55.0,8.4
1.07,Ideal,D,SI1,0.6184310738766184,55.0,8.66
0.4,Ideal,E,SI1,0.617989417989418,56.0,6.603
1.01,Very Good,I,SI1,0.6134585289514867,59.0,8.353
1.39,Premium,H,SI1,0.6268446943078004,58.0,8.985
0.56,Ideal,E,SI1,0.6132075471698112,56.0,7.248
0.51,Good,F,VVS2,0.6017357762777241,62.0,7.571
0.5,Very Good,D,VS2,0.6278381046396841,58.0,7.469
1.0,Very Good,E,VS2,0.6293375394321767,57.0,8.937
0.35,Ideal,G,VS1,0.6247240618101546,55.0,6.809
1.23,Premium,G,VS2,0.6203365032918801,59.0,9.04
0.73,Very Good,H,SI1,0.6272806255430061,59.0,7.766
0.31,Premium,H,VS2,0.6219653179190753,58.0,6.443
0.36,Ideal,I,VS1,0.605464480874317,57.0,6.342
0.7,Ideal,D,VS1,0.6187554776511831,57.0,8.037
0.35,Ideal,D,SI1,0.616061606160616,55.0,6.468
0.27,Very Good,F,VVS2,0.6188769414575865,58.0,6.43
0.41,Premium,F,VS2,0.6031088082901556,58.0,7.009
0.31,Premium,G,SI1,0.6182237600922722,60.0,6.385
0.34,Ideal,D,VS1,0.6070640176600443,57.0,6.619
0.7,Fair,F,SI2,0.6512042818911685,52.0,7.781
0.28,Very Good,E,VVS2,0.5872832369942198,60.0,6.41
1.51,Very Good,F,VS1,0.5995948683322081,60.0,9.705
0.3,Ideal,D,VS2,0.6150289017341042,55.0,6.815
0.56,Premium,E,VS2,0.6193181818181819,55.0,7.557
0.53,Ideal,E,SI1,0.6086124401913876,57.0,7.478
0.41,Ideal,F,VVS1,0.6091476091476091,56.0,7.212
1.07,Ideal,G,SI1,0.6166666666666667,54.0,8.618
0.3,Very Good,D,VS2,0.6276346604215458,59.0,6.565
0.34,Ideal,H,VS2,0.6215316315205326,56.0,6.286
0.45,Good,H,VVS1,0.5680238331678252,64.0,7.073
1.5,Premium,I,SI2,0.6223146223146223,61.0,8.862
2.02,Premium,F,SI2,0.6099203919167178,59.0,9.389
0.5,Fair,H,VS1,0.6714140386571719,58.0,7.034
0.53,Good,E,VS2,0.6349514563106796,59.0,7.353
1.5,Premium,I,VS2,0.5838926174496644,61.0,9.085
0.31,Ideal,D,VS1,0.6199770378874856,54.0,6.526
0.31,Premium,H,IF,0.608,59.0,6.605
0.39,Ideal,D,VS1,0.6033755274261603,56.0,6.999
1.0,Ideal,F,SI1,0.6301798279906178,56.0,8.64
0.71,Premium,E,SI2,0.6209322779243622,62.0,7.703
1.03,Very Good,D,VS1,0.6050420168067226,60.0,9.04
0.36,Very Good,G,SI1,0.6204620462046204,59.0,6.286
1.0,Ideal,D,SI1,0.6021505376344086,57.0,8.471
0.52,Ideal,H,IF,0.6177606177606179,55.0,7.494
0.3,Premium,H,VVS1,0.6225319396051104,58.0,6.528
0.3,Premium,G,IF,0.6018306636155607,58.0,6.797
0.37,Ideal,H,IF,0.6180257510729613,55.0,6.842
1.28,Ideal,G,VVS1,0.6205903527717782,56.0,9.319
0.7,Premium,H,SI2,0.6288288288288287,61.0,7.571
1.19,Very Good,H,VS2,0.6114369501466276,58.0,8.714
0.41,Very Good,E,VS1,0.6280295047418336,56.0,6.726
0.37,Ideal,G,SI1,0.6177105831533477,55.0,6.613
0.44,Very Good,J,VS1,0.618705035971223,57.0,6.542
1.13,Ideal,G,VVS2,0.6158445440956652,57.0,9.093
0.24,Ideal,G,VVS1,0.619402985074627,55.0,6.326
0.3,Ideal,D,VVS2,0.6168009205983889,55.0,6.702
0.94,Very Good,E,SI2,0.6198083067092652,58.0,8.265
1.51,Very Good,I,VVS2,0.6191446028513238,56.0,9.15
0.54,Ideal,F,VS2,0.6220095693779905,57.0,7.488
0.6,Very Good,J,VS2,0.599271402550091,59.4,7.14
0.6,Premium,D,SI1,0.6043956043956042,60.0,7.599
0.33,Ideal,G,IF,0.6159014557670773,56.0,6.892
0.7,Good,D,VS1,0.6042031523642732,63.0,8.069
0.24,Very Good,F,VS2,0.628930817610063,58.0,6.038
0.3,Very Good,H,SI1,0.6291079812206574,59.0,6.068
0.33,Ideal,D,VVS2,0.6112359550561798,56.0,6.862
1.01,Good,G,SI1,0.6070588235294118,59.0,8.449
1.0,Ideal,E,SI1,0.6227450980392157,55.0,8.593
0.33,Premium,E,SI1,0.6266968325791855,56.0,6.611
0.32,Ideal,D,VVS2,0.6155580608793686,54.0,6.696
0.52,Premium,G,VS1,0.6261040235525024,59.0,7.504
0.77,Ideal,D,SI1,0.6257459505541346,57.0,7.972
0.44,Premium,E,SI2,0.5971659919028341,61.0,6.935
0.3,Ideal,D,VVS2,0.619815668202765,53.0,6.702
0.38,Premium,F,SI1,0.6197183098591549,58.0,6.731
1.55,Ideal,G,VVS2,0.6191117092866756,54.0,9.649
1.2,Good,J,VS2,0.6365688487584651,56.0,8.528
0.9,Good,J,SI2,0.638956805215974,56.0,7.907
1.01,Ideal,E,VVS1,0.6224648985959439,57.0,9.295
0.54,Very Good,F,VS1,0.5990610328638498,57.0,7.483
0.31,Good,J,SI1,0.6349942062572423,55.0,5.894
0.4,Good,D,VS2,0.6116402116402118,62.0,6.718
1.09,Very Good,E,SI1,0.6275704493526276,56.0,8.661
1.01,Fair,H,VS1,0.6613418530351437,55.0,8.305
0.52,Ideal,G,VS1,0.6140519730510106,56.0,7.451
1.0,Very Good,H,SI1,0.6182669789227166,57.0,8.516
1.37,Premium,G,SI2,0.5963938973647711,60.0,8.779
0.51,Good,E,VS2,0.5918173168411037,62.0,7.349
